transaction_id,status,bank,region,hour,payment_mode,timestamp,day,month,peak_hour,failure_reason,failed_payment_mode
336,Success,Kotak,Delhi,6,UPI,2025-02-15,Monday,January,9,,
337,Failure,AXIS,Hyderabad,18,UPI,2025-01-01,Saturday,January,18,Network Issue,UPI
338,Success,AXIS,Mumbai,22,Net Banking,2025-04-02,Friday,January,18,,
339,Success,SBI,Bengaluru,13,Wallet,2025-01-06,Saturday,February,18,,
340,Success,AXIS,Bengaluru,16,UPI,2025-02-05,Saturday,March,9,,
341,Success,BOB,Kolkata,22,Card,2025-03-23,Tuesday,June,21,,
342,Success,PNB,Chennai,0,Net Banking,2025-04-10,Tuesday,April,21,,
343,Failure,BOB,Chennai,13,Net Banking,2025-02-09,Monday,March,18,Network Issue,Net Banking
344,Success,Kotak,Chennai,1,UPI,2025-03-16,Tuesday,January,12,,
345,Failure,BOB,Mumbai,19,Net Banking,2025-03-07,Friday,January,12,Daily Limit Exceeded,Net Banking
346,Success,BOB,Mumbai,14,Net Banking,2025-05-20,Monday,January,9,,
347,Failure,AXIS,Bengaluru,19,Card,2025-05-24,Thursday,June,18,Network Issue,Card
348,Success,AXIS,Hyderabad,16,Wallet,2025-04-05,Monday,February,18,,
349,Success,HDFC,Delhi,21,Wallet,2025-03-21,Thursday,March,21,,
350,Success,PNB,Hyderabad,5,Net Banking,2025-03-14,Friday,March,12,,
351,Success,AXIS,Kolkata,23,UPI,2025-04-22,Monday,June,12,,
352,Success,ICICI,Delhi,8,Net Banking,2025-03-04,Friday,April,12,,
353,Success,SBI,Mumbai,21,Wallet,2025-01-18,Thursday,June,21,,
354,Failure,BOB,Hyderabad,15,Wallet,2025-04-28,Tuesday,June,9,Wrong PIN,Wallet
355,Success,ICICI,Bengaluru,15,UPI,2025-06-20,Wednesday,February,21,,
356,Success,Kotak,Kolkata,14,Card,2025-04-24,Thursday,May,12,,
357,Success,ICICI,Delhi,1,Net Banking,2025-03-05,Thursday,April,9,,
358,Success,ICICI,Kolkata,20,Net Banking,2025-04-11,Tuesday,May,12,,
359,Success,AXIS,Hyderabad,8,Wallet,2025-03-21,Thursday,April,18,,
360,Success,PNB,Chennai,13,Wallet,2025-01-27,Saturday,June,12,,
361,Success,HDFC,Hyderabad,18,Net Banking,2025-01-02,Thursday,January,18,,
362,Success,AXIS,Delhi,7,Wallet,2025-01-22,Wednesday,June,18,,
363,Success,SBI,Bengaluru,12,Card,2025-01-16,Sunday,April,12,,
364,Success,PNB,Bengaluru,11,Net Banking,2025-01-11,Tuesday,June,9,,
365,Failure,PNB,Hyderabad,18,Net Banking,2025-04-22,Sunday,April,18,Invalid UPI ID,Net Banking
366,Success,HDFC,Pune,10,Net Banking,2025-02-16,Friday,May,12,,
367,Success,AXIS,Mumbai,10,Wallet,2025-02-09,Friday,April,12,,
368,Success,Kotak,Mumbai,4,Wallet,2025-01-08,Wednesday,January,18,,
369,Success,Kotak,Hyderabad,4,Card,2025-04-05,Friday,April,21,,
370,Success,Kotak,Hyderabad,11,Net Banking,2025-01-19,Tuesday,February,18,,
371,Success,Kotak,Mumbai,6,Card,2025-02-14,Thursday,February,12,,
372,Success,BOB,Kolkata,15,Net Banking,2025-06-08,Monday,January,12,,
373,Success,BOB,Mumbai,6,Net Banking,2025-01-09,Friday,April,21,,
374,Failure,PNB,Bengaluru,7,Net Banking,2025-02-28,Thursday,March,18,Insufficient Balance,Net Banking
375,Success,BOB,Mumbai,11,Card,2025-02-01,Saturday,April,21,,
376,Success,SBI,Bengaluru,15,Wallet,2025-03-11,Thursday,March,21,,
377,Success,PNB,Mumbai,11,Wallet,2025-03-18,Monday,January,9,,
378,Success,PNB,Chennai,0,Wallet,2025-05-20,Saturday,June,21,,
379,Failure,SBI,Bengaluru,9,Wallet,2025-03-27,Wednesday,April,9,Wrong PIN,Wallet
380,Success,BOB,Mumbai,18,Card,2025-05-22,Tuesday,January,18,,
381,Success,AXIS,Mumbai,23,Net Banking,2025-04-02,Sunday,March,12,,
382,Success,ICICI,Chennai,2,Net Banking,2025-06-01,Monday,May,21,,
383,Success,BOB,Chennai,3,Card,2025-02-18,Saturday,March,9,,
384,Success,SBI,Pune,16,Card,2025-06-20,Sunday,March,9,,
385,Success,BOB,Kolkata,2,Net Banking,2025-06-13,Sunday,March,9,,
386,Success,HDFC,Mumbai,9,Wallet,2025-01-19,Saturday,January,9,,
387,Success,PNB,Bengaluru,4,UPI,2025-05-25,Sunday,March,21,,
388,Success,AXIS,Mumbai,20,Net Banking,2025-05-06,Wednesday,April,9,,
389,Success,Kotak,Mumbai,16,Wallet,2025-03-20,Saturday,March,21,,
390,Failure,SBI,Kolkata,7,Wallet,2025-04-12,Saturday,May,18,Invalid UPI ID,Wallet
391,Success,BOB,Hyderabad,0,Card,2025-06-07,Wednesday,June,12,,
392,Success,HDFC,Bengaluru,3,UPI,2025-01-17,Monday,April,18,,
393,Success,SBI,Mumbai,7,Card,2025-01-20,Saturday,January,9,,
394,Success,SBI,Mumbai,0,Wallet,2025-06-11,Wednesday,January,21,,
395,Success,ICICI,Bengaluru,6,Card,2025-04-03,Saturday,May,9,,
396,Success,SBI,Pune,21,Wallet,2025-05-18,Monday,January,21,,
397,Success,AXIS,Pune,10,UPI,2025-04-19,Monday,June,18,,
398,Failure,SBI,Chennai,5,Net Banking,2025-04-14,Saturday,February,12,Wrong PIN,Net Banking
399,Success,SBI,Kolkata,10,Net Banking,2025-03-23,Wednesday,June,9,,
400,Failure,SBI,Bengaluru,22,UPI,2025-06-03,Saturday,March,18,Wrong PIN,UPI
401,Failure,SBI,Bengaluru,8,Card,2025-03-22,Monday,May,9,Daily Limit Exceeded,Card
402,Success,HDFC,Bengaluru,9,Card,2025-06-20,Thursday,February,9,,
403,Success,HDFC,Delhi,21,UPI,2025-06-06,Friday,January,21,,
404,Success,BOB,Pune,23,Net Banking,2025-03-10,Sunday,January,21,,
405,Success,BOB,Delhi,1,Card,2025-06-03,Friday,February,21,,
406,Failure,BOB,Mumbai,5,Net Banking,2025-02-15,Wednesday,January,18,Network Issue,Net Banking
407,Success,BOB,Pune,12,UPI,2025-03-13,Monday,March,12,,
408,Success,PNB,Kolkata,6,Card,2025-03-05,Monday,April,12,,
409,Success,BOB,Bengaluru,22,Card,2025-04-07,Sunday,March,18,,
410,Success,PNB,Kolkata,6,Wallet,2025-04-18,Friday,May,18,,
411,Failure,PNB,Chennai,19,Net Banking,2025-06-16,Wednesday,May,18,Invalid UPI ID,Net Banking
412,Success,BOB,Chennai,10,UPI,2025-01-13,Monday,February,9,,
413,Success,AXIS,Pune,17,Net Banking,2025-05-09,Thursday,February,12,,
414,Success,HDFC,Kolkata,18,Wallet,2025-03-07,Thursday,April,18,,
415,Success,PNB,Hyderabad,11,Net Banking,2025-04-03,Thursday,March,9,,
416,Success,HDFC,Kolkata,15,UPI,2025-01-28,Thursday,March,12,,
417,Success,ICICI,Mumbai,22,Card,2025-04-10,Friday,May,9,,
418,Success,HDFC,Pune,5,Net Banking,2025-06-14,Sunday,January,18,,
419,Success,AXIS,Bengaluru,22,Net Banking,2025-02-24,Tuesday,March,18,,
420,Success,Kotak,Hyderabad,8,Net Banking,2025-05-04,Thursday,February,18,,
421,Success,HDFC,Bengaluru,15,Net Banking,2025-05-18,Tuesday,May,12,,
422,Success,ICICI,Pune,9,Net Banking,2025-04-24,Tuesday,March,9,,
423,Failure,Kotak,Chennai,21,Card,2025-06-26,Thursday,March,21,Bank Server Down,Card
424,Success,AXIS,Chennai,22,Net Banking,2025-04-03,Tuesday,June,18,,
425,Success,Kotak,Hyderabad,15,Card,2025-02-09,Tuesday,June,21,,
426,Success,AXIS,Bengaluru,17,UPI,2025-03-14,Tuesday,April,9,,
427,Success,Kotak,Pune,18,UPI,2025-04-22,Sunday,January,18,,
428,Success,Kotak,Mumbai,6,Wallet,2025-01-18,Friday,April,18,,
429,Success,HDFC,Chennai,2,Card,2025-02-28,Saturday,June,21,,
430,Success,PNB,Delhi,21,UPI,2025-02-01,Friday,February,21,,
431,Success,SBI,Chennai,20,Wallet,2025-03-04,Tuesday,January,12,,
432,Failure,BOB,Bengaluru,22,Wallet,2025-03-02,Tuesday,June,12,Wrong PIN,Wallet
433,Failure,PNB,Delhi,9,Card,2025-02-24,Monday,March,9,Insufficient Balance,Card
434,Success,SBI,Mumbai,21,Wallet,2025-01-07,Wednesday,June,21,,
435,Failure,AXIS,Pune,13,UPI,2025-04-09,Monday,April,12,Bank Server Down,UPI
436,Success,PNB,Hyderabad,22,UPI,2025-05-03,Friday,April,21,,
437,Success,AXIS,Hyderabad,12,Card,2025-02-11,Friday,April,12,,
438,Success,SBI,Kolkata,20,Wallet,2025-03-15,Tuesday,May,21,,
439,Failure,HDFC,Delhi,3,Net Banking,2025-04-16,Saturday,February,18,Invalid UPI ID,Net Banking
440,Failure,PNB,Pune,17,UPI,2025-05-25,Tuesday,May,21,Daily Limit Exceeded,UPI
441,Success,SBI,Bengaluru,19,UPI,2025-03-26,Thursday,January,9,,
442,Success,BOB,Kolkata,12,Net Banking,2025-05-15,Wednesday,May,12,,
443,Success,PNB,Chennai,11,Card,2025-05-05,Sunday,June,21,,
444,Success,HDFC,Chennai,10,Card,2025-06-12,Wednesday,February,9,,
445,Failure,SBI,Chennai,16,Net Banking,2025-06-28,Tuesday,April,9,Wrong PIN,Net Banking
446,Success,Kotak,Delhi,0,Card,2025-01-24,Monday,April,9,,
447,Success,ICICI,Mumbai,17,UPI,2025-01-11,Wednesday,June,21,,
448,Success,AXIS,Chennai,14,Net Banking,2025-02-17,Sunday,January,9,,
449,Success,HDFC,Bengaluru,4,UPI,2025-04-19,Saturday,June,18,,
450,Success,BOB,Hyderabad,7,UPI,2025-06-25,Saturday,April,12,,
451,Success,HDFC,Mumbai,7,UPI,2025-03-14,Thursday,April,21,,
452,Failure,Kotak,Pune,12,Net Banking,2025-06-14,Wednesday,May,12,Invalid UPI ID,Net Banking
453,Success,SBI,Mumbai,7,Wallet,2025-03-19,Monday,May,9,,
454,Failure,Kotak,Bengaluru,18,Net Banking,2025-01-02,Thursday,March,18,Network Issue,Net Banking
455,Success,PNB,Mumbai,5,Card,2025-01-27,Thursday,April,21,,
456,Failure,Kotak,Bengaluru,12,Card,2025-05-11,Sunday,January,12,Daily Limit Exceeded,Card
457,Success,SBI,Kolkata,17,Wallet,2025-02-13,Friday,April,9,,
458,Success,Kotak,Kolkata,19,Wallet,2025-05-22,Friday,February,12,,
459,Success,AXIS,Pune,21,Net Banking,2025-03-18,Sunday,March,21,,
460,Success,HDFC,Delhi,17,Wallet,2025-06-17,Sunday,May,12,,
461,Failure,PNB,Mumbai,20,Net Banking,2025-02-07,Saturday,February,18,Network Issue,Net Banking
462,Success,HDFC,Chennai,14,Card,2025-05-16,Thursday,June,21,,
463,Success,SBI,Pune,9,Wallet,2025-03-28,Friday,April,9,,
464,Failure,AXIS,Pune,5,UPI,2025-06-19,Monday,March,12,Invalid UPI ID,UPI
465,Failure,SBI,Pune,6,UPI,2025-05-20,Monday,June,9,Network Issue,UPI
466,Success,SBI,Hyderabad,21,Card,2025-05-21,Sunday,March,21,,
467,Success,AXIS,Mumbai,13,UPI,2025-05-02,Thursday,February,9,,
468,Success,HDFC,Mumbai,23,Wallet,2025-01-10,Tuesday,April,9,,
469,Success,AXIS,Delhi,5,UPI,2025-06-03,Sunday,June,18,,
470,Success,HDFC,Kolkata,4,Card,2025-04-18,Wednesday,April,21,,
471,Failure,Kotak,Bengaluru,3,Wallet,2025-03-19,Thursday,March,12,Daily Limit Exceeded,Wallet
472,Success,SBI,Chennai,20,Card,2025-05-06,Tuesday,April,21,,
473,Failure,ICICI,Kolkata,4,Card,2025-03-19,Friday,April,12,Insufficient Balance,Card
474,Failure,PNB,Kolkata,18,Net Banking,2025-02-26,Tuesday,February,18,Bank Server Down,Net Banking
475,Success,Kotak,Bengaluru,17,UPI,2025-03-11,Sunday,January,21,,
476,Success,SBI,Mumbai,8,Wallet,2025-02-19,Thursday,April,18,,
477,Success,PNB,Delhi,15,UPI,2025-05-09,Tuesday,April,18,,
478,Success,PNB,Mumbai,11,Wallet,2025-05-03,Friday,January,12,,
479,Success,SBI,Pune,2,Net Banking,2025-04-27,Thursday,May,21,,
480,Success,SBI,Chennai,15,UPI,2025-06-05,Wednesday,June,18,,
481,Success,PNB,Delhi,0,Wallet,2025-06-05,Friday,June,18,,
482,Success,AXIS,Kolkata,13,Net Banking,2025-03-24,Monday,February,9,,
483,Success,AXIS,Bengaluru,12,Card,2025-02-21,Friday,May,12,,
484,Failure,HDFC,Hyderabad,23,Wallet,2025-01-23,Tuesday,April,9,Insufficient Balance,Wallet
485,Success,BOB,Bengaluru,23,Net Banking,2025-04-13,Friday,June,21,,
486,Failure,SBI,Delhi,13,Net Banking,2025-01-11,Friday,February,12,Insufficient Balance,Net Banking
487,Success,BOB,Mumbai,22,UPI,2025-02-23,Tuesday,January,21,,
488,Success,PNB,Chennai,15,Card,2025-01-25,Monday,March,9,,
489,Failure,ICICI,Pune,7,Net Banking,2025-03-24,Tuesday,April,12,Insufficient Balance,Net Banking
490,Failure,BOB,Pune,12,Wallet,2025-03-12,Saturday,May,12,Invalid UPI ID,Wallet
491,Success,SBI,Mumbai,16,UPI,2025-02-05,Thursday,March,18,,
492,Success,BOB,Chennai,12,UPI,2025-03-19,Wednesday,June,12,,
493,Success,HDFC,Pune,17,Net Banking,2025-02-07,Monday,January,9,,
494,Success,BOB,Hyderabad,18,Wallet,2025-01-24,Monday,February,18,,
495,Success,SBI,Hyderabad,11,Wallet,2025-04-15,Monday,March,9,,
496,Success,HDFC,Delhi,22,Net Banking,2025-06-09,Sunday,January,9,,
497,Success,AXIS,Kolkata,12,Card,2025-05-07,Wednesday,March,12,,
498,Success,Kotak,Hyderabad,11,Wallet,2025-06-24,Friday,June,9,,
499,Failure,BOB,Delhi,13,Wallet,2025-04-26,Saturday,May,18,Insufficient Balance,Wallet
500,Success,BOB,Mumbai,21,Card,2025-04-22,Thursday,May,21,,
501,Success,Kotak,Chennai,3,Net Banking,2025-06-11,Monday,April,21,,
502,Failure,ICICI,Kolkata,7,Net Banking,2025-05-14,Friday,March,12,Daily Limit Exceeded,Net Banking
503,Success,PNB,Delhi,14,Card,2025-01-07,Tuesday,May,9,,
504,Success,SBI,Delhi,5,Net Banking,2025-02-18,Thursday,June,12,,
505,Success,PNB,Mumbai,22,Wallet,2025-01-17,Tuesday,March,9,,
506,Success,Kotak,Pune,1,Net Banking,2025-04-03,Sunday,May,21,,
507,Success,BOB,Bengaluru,2,Card,2025-02-25,Friday,March,9,,
508,Success,BOB,Mumbai,14,Card,2025-02-14,Wednesday,May,9,,
509,Success,SBI,Mumbai,2,Card,2025-05-14,Tuesday,April,12,,
510,Success,AXIS,Chennai,8,Net Banking,2025-03-19,Wednesday,January,21,,
511,Success,ICICI,Delhi,23,Card,2025-05-12,Saturday,May,21,,
512,Success,HDFC,Delhi,2,Wallet,2025-06-28,Tuesday,April,21,,
513,Success,BOB,Delhi,18,Card,2025-02-08,Friday,April,18,,
514,Success,BOB,Bengaluru,4,UPI,2025-06-06,Friday,May,12,,
515,Success,HDFC,Mumbai,19,UPI,2025-01-16,Thursday,February,9,,
516,Success,PNB,Mumbai,6,UPI,2025-03-16,Sunday,January,21,,
517,Success,Kotak,Delhi,21,Card,2025-04-24,Tuesday,April,21,,
518,Success,SBI,Bengaluru,17,Card,2025-05-19,Sunday,May,12,,
519,Success,AXIS,Hyderabad,20,Net Banking,2025-04-05,Tuesday,May,12,,
520,Success,BOB,Bengaluru,23,Wallet,2025-02-21,Friday,January,21,,
521,Success,Kotak,Kolkata,4,Net Banking,2025-04-07,Wednesday,May,21,,
522,Success,BOB,Chennai,17,UPI,2025-06-09,Tuesday,January,9,,
523,Success,ICICI,Bengaluru,0,UPI,2025-06-16,Monday,May,21,,
524,Success,SBI,Kolkata,3,Card,2025-01-09,Monday,April,18,,
525,Success,Kotak,Hyderabad,1,UPI,2025-05-17,Thursday,May,18,,
526,Success,ICICI,Bengaluru,17,UPI,2025-03-15,Monday,January,21,,
527,Success,Kotak,Chennai,3,Wallet,2025-06-04,Friday,February,21,,
528,Success,PNB,Delhi,19,Wallet,2025-04-28,Saturday,January,21,,
529,Failure,Kotak,Mumbai,20,UPI,2025-04-07,Tuesday,May,12,Network Issue,UPI
530,Success,HDFC,Delhi,19,Card,2025-04-12,Thursday,April,9,,
531,Failure,HDFC,Chennai,2,Wallet,2025-02-07,Tuesday,April,9,Bank Server Down,Wallet
532,Success,BOB,Pune,20,UPI,2025-03-03,Wednesday,June,12,,
533,Success,BOB,Delhi,8,Net Banking,2025-06-25,Thursday,May,18,,
534,Success,AXIS,Kolkata,19,UPI,2025-06-13,Saturday,April,9,,
535,Failure,PNB,Delhi,8,Card,2025-06-16,Monday,March,18,Insufficient Balance,Card
536,Success,ICICI,Hyderabad,4,Wallet,2025-02-06,Wednesday,April,21,,
537,Success,BOB,Bengaluru,18,Card,2025-06-21,Saturday,February,18,,
538,Success,SBI,Chennai,18,Card,2025-03-26,Saturday,April,18,,
539,Success,BOB,Chennai,9,UPI,2025-03-13,Saturday,April,9,,
540,Success,ICICI,Kolkata,1,Wallet,2025-05-23,Monday,June,12,,
541,Success,BOB,Mumbai,5,Net Banking,2025-05-19,Friday,June,21,,
542,Failure,SBI,Mumbai,21,Net Banking,2025-02-19,Saturday,May,21,Daily Limit Exceeded,Net Banking
543,Success,Kotak,Kolkata,1,Wallet,2025-03-05,Thursday,January,9,,
544,Success,AXIS,Mumbai,12,Wallet,2025-06-23,Wednesday,January,12,,
545,Failure,Kotak,Bengaluru,2,UPI,2025-05-18,Tuesday,February,21,Wrong PIN,UPI
546,Failure,BOB,Chennai,9,Card,2025-05-02,Wednesday,June,9,Network Issue,Card
547,Success,SBI,Kolkata,20,Card,2025-02-26,Thursday,June,21,,
548,Success,Kotak,Pune,8,UPI,2025-06-23,Thursday,January,12,,
549,Success,PNB,Chennai,7,UPI,2025-02-08,Saturday,January,9,,
550,Success,HDFC,Bengaluru,3,UPI,2025-02-07,Friday,January,9,,
551,Success,AXIS,Bengaluru,1,UPI,2025-01-03,Thursday,June,12,,
552,Failure,SBI,Mumbai,2,Card,2025-04-04,Sunday,February,12,Wrong PIN,Card
553,Success,Kotak,Delhi,2,Wallet,2025-02-17,Friday,April,12,,
554,Success,ICICI,Mumbai,4,Wallet,2025-02-16,Sunday,May,12,,
555,Success,HDFC,Delhi,21,UPI,2025-04-16,Saturday,February,21,,
556,Success,ICICI,Chennai,2,Wallet,2025-05-01,Wednesday,March,21,,
557,Success,ICICI,Kolkata,2,UPI,2025-01-12,Sunday,May,21,,
558,Success,SBI,Mumbai,10,Card,2025-05-17,Friday,June,12,,
559,Success,ICICI,Bengaluru,0,Card,2025-04-28,Tuesday,April,18,,
560,Failure,PNB,Pune,1,UPI,2025-06-25,Tuesday,June,21,Insufficient Balance,UPI
561,Failure,Kotak,Kolkata,14,Card,2025-05-02,Friday,June,18,Network Issue,Card
562,Success,SBI,Bengaluru,10,Net Banking,2025-02-08,Sunday,May,12,,
563,Failure,Kotak,Kolkata,23,Net Banking,2025-02-05,Friday,June,12,Network Issue,Net Banking
564,Success,BOB,Pune,21,UPI,2025-03-03,Thursday,January,21,,
565,Success,PNB,Pune,3,Card,2025-06-15,Thursday,May,21,,
566,Success,AXIS,Hyderabad,8,Card,2025-06-27,Thursday,March,18,,
567,Success,HDFC,Hyderabad,3,Wallet,2025-02-17,Tuesday,June,12,,
568,Success,BOB,Kolkata,20,Wallet,2025-04-09,Wednesday,February,9,,
569,Success,BOB,Pune,7,Net Banking,2025-06-15,Thursday,March,9,,
570,Failure,PNB,Kolkata,22,Net Banking,2025-01-06,Tuesday,June,18,Insufficient Balance,Net Banking
571,Success,BOB,Hyderabad,5,UPI,2025-03-03,Saturday,April,9,,
572,Success,PNB,Delhi,20,Wallet,2025-01-22,Wednesday,June,12,,
573,Success,SBI,Mumbai,11,UPI,2025-03-13,Wednesday,April,9,,
574,Failure,Kotak,Chennai,17,UPI,2025-04-28,Thursday,May,21,Daily Limit Exceeded,UPI
575,Success,ICICI,Kolkata,8,Card,2025-02-25,Monday,February,18,,
576,Success,BOB,Kolkata,22,UPI,2025-05-10,Saturday,May,21,,
577,Success,HDFC,Delhi,18,UPI,2025-05-13,Sunday,February,18,,
578,Success,HDFC,Delhi,2,UPI,2025-04-12,Sunday,May,18,,
579,Success,ICICI,Kolkata,2,Wallet,2025-04-11,Monday,June,21,,
580,Success,HDFC,Delhi,11,UPI,2025-06-14,Tuesday,April,12,,
581,Success,ICICI,Delhi,10,UPI,2025-06-19,Friday,April,9,,
582,Success,AXIS,Hyderabad,5,Card,2025-05-11,Sunday,January,18,,
583,Success,Kotak,Chennai,10,Card,2025-03-25,Wednesday,February,12,,
584,Success,AXIS,Pune,19,Net Banking,2025-02-22,Monday,February,21,,
585,Success,SBI,Chennai,11,Wallet,2025-04-13,Tuesday,June,18,,
586,Success,SBI,Chennai,5,UPI,2025-05-24,Monday,January,21,,
587,Success,AXIS,Hyderabad,19,Wallet,2025-03-04,Saturday,June,21,,
588,Success,HDFC,Chennai,18,Net Banking,2025-04-05,Friday,May,18,,
589,Failure,HDFC,Delhi,22,Card,2025-01-18,Saturday,May,18,Daily Limit Exceeded,Card
590,Success,PNB,Bengaluru,15,Net Banking,2025-05-28,Monday,January,21,,
591,Success,HDFC,Delhi,12,Net Banking,2025-04-01,Monday,January,12,,
592,Failure,BOB,Chennai,15,Net Banking,2025-02-20,Monday,February,12,Network Issue,Net Banking
593,Success,SBI,Delhi,0,Card,2025-04-23,Sunday,March,12,,
594,Success,AXIS,Bengaluru,15,UPI,2025-01-16,Friday,March,18,,
595,Failure,PNB,Bengaluru,8,Wallet,2025-02-05,Saturday,May,9,Network Issue,Wallet
596,Success,HDFC,Mumbai,20,UPI,2025-05-06,Monday,March,12,,
597,Success,ICICI,Chennai,5,UPI,2025-02-15,Monday,June,9,,
598,Failure,HDFC,Kolkata,20,UPI,2025-01-28,Monday,May,18,Bank Server Down,UPI
599,Success,ICICI,Bengaluru,19,Wallet,2025-06-04,Friday,January,18,,
600,Success,AXIS,Hyderabad,4,Wallet,2025-05-13,Tuesday,January,12,,
601,Failure,BOB,Chennai,15,Wallet,2025-04-18,Saturday,February,21,Daily Limit Exceeded,Wallet
602,Success,AXIS,Chennai,13,Net Banking,2025-03-18,Thursday,March,9,,
603,Success,ICICI,Pune,20,UPI,2025-03-16,Saturday,April,12,,
604,Success,ICICI,Pune,6,UPI,2025-01-12,Sunday,June,21,,
605,Failure,BOB,Chennai,23,Card,2025-03-28,Thursday,May,18,Wrong PIN,Card
606,Failure,PNB,Kolkata,21,Card,2025-06-08,Tuesday,January,21,Invalid UPI ID,Card
607,Success,AXIS,Kolkata,16,Wallet,2025-03-16,Friday,February,18,,
608,Success,SBI,Pune,3,Net Banking,2025-05-23,Tuesday,April,21,,
609,Success,PNB,Bengaluru,19,Wallet,2025-04-05,Monday,January,9,,
610,Success,HDFC,Hyderabad,3,Net Banking,2025-06-25,Thursday,March,18,,
611,Success,AXIS,Hyderabad,0,Net Banking,2025-06-05,Saturday,June,21,,
612,Success,Kotak,Hyderabad,7,Net Banking,2025-05-10,Friday,March,21,,
613,Success,Kotak,Chennai,8,Wallet,2025-02-26,Friday,February,12,,
614,Success,Kotak,Mumbai,22,UPI,2025-06-10,Monday,May,21,,
615,Success,BOB,Chennai,16,Net Banking,2025-02-06,Tuesday,April,12,,
616,Success,BOB,Kolkata,18,UPI,2025-06-21,Monday,February,18,,
617,Success,BOB,Chennai,15,Card,2025-01-14,Friday,March,18,,
618,Success,SBI,Delhi,18,Net Banking,2025-03-04,Friday,January,18,,
619,Success,SBI,Hyderabad,17,UPI,2025-04-24,Wednesday,June,21,,
620,Success,AXIS,Hyderabad,19,Wallet,2025-04-06,Thursday,February,9,,
621,Success,BOB,Hyderabad,1,Wallet,2025-04-14,Tuesday,January,12,,
622,Success,HDFC,Pune,5,UPI,2025-05-04,Monday,April,12,,
623,Success,AXIS,Pune,10,Card,2025-06-04,Tuesday,February,21,,
624,Success,SBI,Delhi,22,Net Banking,2025-01-01,Tuesday,June,12,,
625,Success,PNB,Pune,8,Net Banking,2025-05-21,Thursday,February,9,,
626,Success,ICICI,Hyderabad,15,Card,2025-04-24,Monday,March,12,,
627,Success,PNB,Kolkata,16,Wallet,2025-04-20,Wednesday,June,18,,
628,Success,Kotak,Delhi,21,Card,2025-04-01,Thursday,January,21,,
629,Failure,SBI,Pune,5,Net Banking,2025-05-17,Monday,March,21,Daily Limit Exceeded,Net Banking
630,Success,SBI,Mumbai,0,UPI,2025-01-11,Sunday,April,18,,
631,Success,SBI,Chennai,15,UPI,2025-05-20,Sunday,January,21,,
632,Success,PNB,Delhi,2,Net Banking,2025-03-14,Friday,April,12,,
633,Success,AXIS,Hyderabad,6,UPI,2025-01-04,Friday,January,9,,
634,Failure,HDFC,Mumbai,11,UPI,2025-04-01,Tuesday,February,21,Wrong PIN,UPI
635,Success,BOB,Kolkata,13,UPI,2025-03-11,Friday,May,12,,
636,Success,AXIS,Bengaluru,1,UPI,2025-03-03,Wednesday,January,18,,
637,Success,BOB,Pune,11,Wallet,2025-02-09,Thursday,March,9,,
638,Success,PNB,Chennai,20,Net Banking,2025-02-09,Tuesday,May,9,,
639,Success,Kotak,Bengaluru,18,UPI,2025-02-26,Sunday,January,18,,
640,Success,SBI,Hyderabad,3,UPI,2025-03-25,Wednesday,April,12,,
641,Success,Kotak,Delhi,12,Wallet,2025-05-21,Wednesday,June,12,,
642,Failure,BOB,Kolkata,16,UPI,2025-04-12,Sunday,March,18,Wrong PIN,UPI
643,Success,ICICI,Kolkata,11,UPI,2025-04-11,Thursday,February,18,,
644,Success,ICICI,Hyderabad,7,UPI,2025-04-11,Sunday,March,21,,
645,Success,Kotak,Pune,8,Net Banking,2025-03-16,Saturday,June,18,,
646,Success,HDFC,Delhi,5,Wallet,2025-01-15,Monday,March,21,,
647,Success,BOB,Mumbai,9,Card,2025-01-20,Wednesday,March,9,,
648,Failure,AXIS,Delhi,21,Card,2025-05-08,Saturday,January,21,Network Issue,Card
649,Success,SBI,Kolkata,12,Wallet,2025-02-23,Tuesday,January,12,,
650,Success,HDFC,Kolkata,19,Wallet,2025-05-04,Saturday,June,21,,
651,Success,SBI,Delhi,12,Wallet,2025-05-20,Thursday,January,12,,
652,Success,BOB,Bengaluru,4,UPI,2025-04-20,Thursday,April,21,,
653,Success,HDFC,Delhi,11,Wallet,2025-03-15,Monday,January,18,,
654,Success,PNB,Chennai,9,Net Banking,2025-01-20,Sunday,January,9,,
655,Success,BOB,Hyderabad,21,Net Banking,2025-02-08,Saturday,May,21,,
656,Failure,ICICI,Pune,22,UPI,2025-01-14,Sunday,June,18,Network Issue,UPI
657,Success,BOB,Delhi,10,Net Banking,2025-03-16,Thursday,January,12,,
658,Failure,HDFC,Mumbai,8,UPI,2025-04-24,Wednesday,February,18,Wrong PIN,UPI
659,Success,ICICI,Mumbai,3,UPI,2025-04-23,Monday,April,9,,
660,Failure,Kotak,Bengaluru,6,Wallet,2025-05-18,Monday,March,21,Insufficient Balance,Wallet
661,Success,PNB,Chennai,9,Net Banking,2025-01-04,Monday,May,9,,
662,Success,BOB,Mumbai,15,UPI,2025-04-08,Sunday,February,21,,
663,Failure,ICICI,Pune,1,UPI,2025-04-28,Thursday,March,21,Bank Server Down,UPI
664,Success,Kotak,Mumbai,2,UPI,2025-02-05,Wednesday,February,21,,
665,Success,Kotak,Chennai,18,Card,2025-05-09,Sunday,June,18,,
